Ordem Cronológica;Ordem Aberto/Suspenso;Valor de formação do Precatório (Valor de Face);Nº Processo;Nº SEI;Origem;Ação;Liquidação;Protocolo (Data/Hora);Protocolo (Número/Ano)
15009;6444;R$ 103.688,04;10000034034504000;;Belo Horizonte - 1º GRUPO DE CÂMARAS CÍVEIS;Rescisória;19/06/2006;19/06/2015 14:58:40;403408 / 2015
15011;6445;R$ 179.738,97;10000034034504000;;Belo Horizonte - 1º GRUPO DE CÂMARAS CÍVEIS - CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;19/06/2006;19/06/2015 14:58:44;403410 / 2015
15012;6446;R$ 179.738,97;10000034034504000;;Belo Horizonte - 1º GRUPO DE CÂMARAS CÍVEIS - CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;19/06/2006;19/06/2015 14:58:46;403412 / 2015
15013;6447;R$ 359.477,95;10000034034504000;;Belo Horizonte - 1º GRUPO DE CÂMARAS CÍVEIS  - CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;19/06/2006;19/06/2015 14:58:49;403414 / 2015
15131;6500;R$ 54.795,98;10000034034504000;;Belo Horizonte - 1º GRUPO DE CÂMARAS CÍVEIS - CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;19/06/2006;25/06/2015 16:51:24;420295 / 2015
15133;6501;R$ 328.775,93;10000034034504000;;Belo Horizonte - 1º GRUPO DE CÂMARAS CÍVEIS - CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;19/06/2006;25/06/2015 16:51:29;420297 / 2015
15250;6543;R$ 65.670,99;0097070003468;;Cachoeira de Minas - VARA ÚNICA;Desapropriação;31/01/2013;29/06/2015 17:18:04;427841 / 2015
15338;6580;R$ 295.082,33;0024000198077;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2006;01/07/2015 11:59:07;433994 / 2015
15339;6581;R$ 61.867,83;0024000198077;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2006;01/07/2015 11:59:09;433995 / 2015
15340;6582;R$ 132.288,01;0024000198077;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2006;01/07/2015 11:59:11;433996 / 2015
15341;6583;R$ 167.884,42;0024000198077;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2006;01/07/2015 11:59:14;433997 / 2015
15342;6584;R$ 168.263,13;0024000198077;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2006;01/07/2015 11:59:16;433998 / 2015
15343;6585;R$ 69.052,38;0024000198077;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2006;01/07/2015 11:59:18;433999 / 2015
15344;6586;R$ 120.192,05;0024000198077;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Obrigação de Fazer;31/12/2006;01/07/2015 12:02:34;434000 / 2015
15345;6587;R$ 167.167,34;0024000198077;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2006;01/07/2015 12:02:36;434001 / 2015
15347;6588;R$ 188.028,74;0024000198077;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2006;01/07/2015 12:03:33;434003 / 2015
15348;6589;R$ 84.348,87;0024000198077;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2006;01/07/2015 12:03:35;434005 / 2015
15349;6590;R$ 61.867,83;0024000198077;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2006;01/07/2015 12:03:37;434006 / 2015
15350;6591;R$ 85.805,20;0024000198077;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2006;01/07/2015 12:05:31;434008 / 2015
15351;6592;R$ 185.603,49;0024000198077;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2006;01/07/2015 12:05:33;434009 / 2015
15352;6593;R$ 449.312,95;0024000198077;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2006;01/07/2015 12:06:19;434013 / 2015
15353;6594;R$ 152.613,65;0024000198077;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2006;01/07/2015 12:06:21;434014 / 2015
15354;6595;R$ 286.681,42;0024000198077;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2006;01/07/2015 12:07:59;434016 / 2015
15355;6596;R$ 51.619,40;0024000198077;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2006;01/07/2015 12:08:01;434018 / 2015
15356;6597;R$ 61.867,83;0024000198077;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2006;01/07/2015 12:08:03;434019 / 2015
15357;6598;R$ 227.016,85;0024000198077;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2006;01/07/2015 12:09:34;434027 / 2015
15358;6599;R$ 369.533,06;0024000198077;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2006;01/07/2015 12:09:36;434028 / 2015
15359;6600;R$ 332.380,57;0024000198077;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2006;01/07/2015 12:09:38;434029 / 2015
15360;6601;R$ 126.515,73;0024000198077;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2006;01/07/2015 12:11:10;434031 / 2015
15362;6602;R$ 300.230,72;0024000198077;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2006;01/07/2015 12:11:14;434033 / 2015
15373;6608;R$ 272.227,58;10000064349483000;;Belo Horizonte - 3º GRUPO DE CÂMARAS CÍVEIS - CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;01/06/2008;01/07/2015 13:51:27;434429 / 2015
15374;6609;R$ 1.207.694,59;10000064349483000;;Belo Horizonte - 3º GRUPO DE CÂMARAS CÍVEIS - CARTÓRIO DE FEITOS ESPECIAS;Rescisória;01/06/2008;01/07/2015 13:51:29;434431 / 2015
15380;6612;R$ 538.435,84;10000064349483000;;Belo Horizonte - 3º GRUPO DE CÂMARAS CÍVEIS - CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;01/06/2008;01/07/2015 13:55:09;434533 / 2015
15381;6613;R$ 579.538,80;10000064349483000;;Belo Horizonte - 3º GRUPO DE CÂMARAS CÍVEIS - CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;01/06/2008;01/07/2015 13:55:12;434534 / 2015
15382;6614;R$ 538.435,84;10000064349483000;;Belo Horizonte - 3º GRUPO DE CÂMARAS CÍVEIS - CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;01/06/2008;01/07/2015 13:56:27;434535 / 2015
15383;6615;R$ 1.218.408,97;10000064349483000;;Belo Horizonte - 3º GRUPO DE CÂMARAS CÍVEIS - CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;01/06/2008;01/07/2015 13:56:30;434536 / 2015
15385;6616;R$ 538.461,58;10000064349483000;;Belo Horizonte - ROBSON FERNANDES DA SILVA;Rescisória;01/06/2008;01/07/2015 13:57:08;434538 / 2015
15386;6617;R$ 327.860,78;10000064349483000;;Belo Horizonte - 3º GRUPO DE CÂMARAS CÍVEIS - CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;01/06/2008;01/07/2015 13:57:11;434539 / 2015
15422;6632;R$ 42.459,08;0470070420307;;Paracatu - 2ª VARA CÍVEL;Desapropriação;01/04/2007;01/07/2015 15:28:12;435407 / 2015
15505;6695;R$ 153.886,33;00000171820088050268;;Urandi - VARA DOS FEITOS DE REL. DE CONS. CIVEIS E COMERCIAIS;Reparação de Danos;01/08/2013;26/08/2014 15:20:44;662850 / 2014
15506;6696;R$ 153.886,33;00000171820088050268;;Urandi - VARA DOS FEITOS DE REL. CONS. CIVEIS E COMERCIAIS;Indenização;01/08/2013;26/08/2014 15:20:46;662851 / 2014
15524;6711;R$ 1.547.616,77;0024028819951;;Belo Horizonte - 7ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;01/03/2012;17/12/2014 13:53:03;998644 / 2014
15553;6723;R$ 4.081.331,83;0024028820611;;Belo Horizonte - 7ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;01/01/2008;11/03/2015 15:08:49;152517 / 2015
15586;6750;R$ 18.193,64;0086030036643;;Brasília de Minas - 2ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS;Indenização;30/01/2012;21/05/2015 15:17:54;331879 / 2015
15600;6761;R$ 25.983,48;0349090237851;;Jacutinga - VARA ÚNICA;Ordinária;27/02/2013;25/06/2015 08:54:57;417652 / 2015
15601;6762;R$ 25.983,48;0349090237851;;Jacutinga - VARA ÚNICA;Indenização;27/02/2013;25/06/2015 08:54:59;417653 / 2015
15602;6763;R$ 51.966,94;0349090237851;;Jacutinga - VARA ÚNICA;Ordinária;27/02/2013;25/06/2015 08:55:01;417654 / 2015
15603;6764;R$ 17.322,31;0349090237851;;Jacutinga - VARA ÚNICA;Ordinária;27/02/2013;25/06/2015 08:55:03;417655 / 2015
15604;6765;R$ 17.322,31;0349090237851;;Jacutinga - VARA ÚNICA;Ordinária;27/02/2013;25/06/2015 08:55:05;417656 / 2015
15605;6766;R$ 17.322,31;0349090237851;;Jacutinga - VARA ÚNICA;Ordinária;27/02/2013;25/06/2015 08:55:07;417657 / 2015
15606;6767;R$ 17.322,31;0349090237851;;Jacutinga - VARA ÚNICA;Ordinária;27/02/2013;25/06/2015 08:55:09;417658 / 2015
15607;6768;R$ 17.322,31;0349090237851;;Jacutinga - VARA ÚNICA;Ordinária;27/02/2013;25/06/2015 08:55:12;417659 / 2015
15608;6769;R$ 17.322,31;0349090237851;;Jacutinga - VARA ÚNICA;Ordinária;27/02/2013;25/06/2015 08:55:14;417660 / 2015
15609;6770;R$ 103.933,90;0349090237851;;Jacutinga - VARA ÚNICA;Ordinária;27/02/2013;25/06/2015 08:55:16;417661 / 2015
15610;6771;R$ 103.933,90;0349090237851;;Jacutinga - VARA ÚNICA;Ordinária;27/02/2013;25/06/2015 08:55:18;417662 / 2015
15611;6772;R$ 103.933,90;0349090237851;;Jacutinga - VARA ÚNICA;Ordinária;27/02/2013;25/06/2015 08:55:27;417666 / 2015
15615;6776;R$ 424.590,72;0470070420299;;Paracatu - 2ª VARA CÍVEL;Ordinária;01/04/2007;01/07/2015 15:28:14;435409 / 2015
15616;6777;R$ 914.450,40;10000034026484000;;Belo Horizonte - 1º GRUPO DE CÂMARAS CÍVEIS - CARTÓRIO DE FEITOS ESPECIAIS;Ordinária;19/08/2003;02/07/2015 11:16:19;437845 / 2015
15617;6778;R$ 445.841,12;10000034026484000;;Belo Horizonte - 1º GRUPO DE CÂMARAS CÍVEIS - CARTÓRIO DE FEITOS ESPECIAIS;Ordinária;19/08/2003;02/07/2015 11:16:21;437846 / 2015
15660;6814;R$ 150.208,85;0024015635030;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;29/10/2013;21/08/2015 14:32:19;569812 / 2015
15684;6831;R$ 621.186,52;10000064349483001;;Belo Horizonte - CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;01/06/2008;18/09/2015 09:29:12;643193 / 2015
15685;6832;R$ 539.653,44;10000064349483001;;Belo Horizonte - CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;01/06/2008;18/09/2015 09:29:14;643194 / 2015
15686;6833;R$ 133.750,12;10000064349483001;;Belo Horizonte - CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;01/06/2008;18/09/2015 09:29:16;643195 / 2015
15861;6945;R$ 641.117,10;0024990986275;;Belo Horizonte - 5ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2007;30/09/2015 17:22:14;675860 / 2015
15946;6992;R$ 29.960,00;0024028064921;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/03/2004;18/11/2015 11:46:55;787636 / 2015
16019;7015;R$ 235.836,68;0024000198077;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2006;30/11/2015 11:58:06;817613 / 2015
16062;7038;R$ 17.755,06;0024056992654;;Belo Horizonte - 7ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;01/03/2014;21/01/2016 16:10:56;28142 / 2016
16110;7063;R$ 76.558,08;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 15:44:03;81705 / 2016
16116;7064;R$ 13.829,15;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 15:47:07;81744 / 2016
16119;7065;R$ 39.949,09;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 15:48:35;81759 / 2016
16120;7066;R$ 80.153,09;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 15:49:00;81770 / 2016
16123;7067;R$ 42.716,30;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 15:50:15;81779 / 2016
16125;7068;R$ 79.279,34;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 15:51:02;81781 / 2016
16126;7069;R$ 166.546,73;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 15:51:26;81784 / 2016
16127;7070;R$ 66.075,84;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 15:51:57;81793 / 2016
16129;7071;R$ 71.036,40;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 15:52:45;81795 / 2016
16130;7072;R$ 63.603,90;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 15:53:37;81797 / 2016
16131;7073;R$ 132.877,43;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 15:53:40;81798 / 2016
16132;7074;R$ 40.177,68;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 15:54:26;81799 / 2016
16133;7075;R$ 16.299,63;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 15:54:28;81800 / 2016
16134;7076;R$ 27.772,63;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 15:55:11;81801 / 2016
16135;7077;R$ 153.868,75;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 15:55:13;81802 / 2016
16136;7078;R$ 70.964,12;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 15:56:00;81803 / 2016
16137;7079;R$ 35.482,06;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 15:56:23;81805 / 2016
16138;7080;R$ 35.482,06;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 15:56:28;81807 / 2016
16139;7081;R$ 32.044,20;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 15:56:49;81809 / 2016
16140;7082;R$ 78.932,75;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 15:57:30;81812 / 2016
16143;7083;R$ 73.629,94;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 15:58:29;81819 / 2016
16144;7084;R$ 68.474,21;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 15:58:51;81821 / 2016
16146;7085;R$ 96.289,31;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 15:59:44;81826 / 2016
16147;7086;R$ 23.164,81;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 15:59:49;81827 / 2016
16148;7087;R$ 149.657,54;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 16:01:18;81830 / 2016
16149;7088;R$ 33.625,43;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 16:01:42;81831 / 2016
16150;7089;R$ 70.861,28;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 16:01:52;81832 / 2016
16151;7090;R$ 141.146,71;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 16:02:11;81835 / 2016
16152;7091;R$ 54.865,80;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 16:02:35;81836 / 2016
16154;7092;R$ 20.084,54;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 16:03:04;81839 / 2016
16155;7093;R$ 55.404,37;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 16:03:22;81840 / 2016
16156;7094;R$ 339.351,88;0024001266006;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2005;16/02/2016 16:03:37;81841 / 2016
16173;7103;R$ 13.367,42;0395060145764;;Manhumirim - 2ª VARA CÍVEL, CRIMINAL, DE EXECUÇÕES PENAIS E DO JUIZADO ESPECIAL CRIMINAL;Cobrança;07/08/2014;19/02/2016 15:51:40;90950 / 2016
16812;7483;R$ 45.572,70;0024045168879;;Belo Horizonte - 3ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/07/2014;24/05/2016 15:52:42;314013 / 2016
16883;7515;R$ 735.319,63;0024991175183;;Belo Horizonte - 5ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/03/2015;01/06/2016 16:34:22;329326 / 2016
16884;7516;R$ 458.708,05;0024991175183;;Belo Horizonte - 5ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/03/2015;01/06/2016 16:35:14;329327 / 2016
16885;7517;R$ 668.320,02;0024991175183;;Belo Horizonte - 5ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/03/2015;01/06/2016 16:35:26;329328 / 2016
16887;7519;R$ 573.724,15;0024991175183;;Belo Horizonte - 5ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/03/2015;01/06/2016 16:35:39;329329 / 2016
16888;7520;R$ 697.570,26;0024991175183;;Belo Horizonte - 5ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/03/2015;01/06/2016 16:35:41;329330 / 2016
16889;7521;R$ 753.080,51;0024991175183;;Belo Horizonte - 5ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/03/2015;01/06/2016 16:36:10;329331 / 2016
16985;7578;R$ 384.627,98;10000001851591005;;Belo Horizonte - GERÊNCIA DO CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;01/10/2004;09/06/2016 09:18:50;347943 / 2016
16987;7579;R$ 354.223,94;10000001851591005;;Belo Horizonte - GERÊNCIA DO CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;01/10/2004;09/06/2016 09:18:54;347945 / 2016
16991;7580;R$ 354.223,95;10000001851591005;;Belo Horizonte - GERÊNCIA DO CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;01/10/2004;09/06/2016 09:19:02;347949 / 2016
17024;7603;R$ 55.127,55;0024057357022;;Belo Horizonte - 7ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Indenização;16/12/2015;10/06/2016 10:12:40;351926 / 2016
17025;7604;R$ 55.127,55;0024057357022;;Belo Horizonte - 7ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Indenização;16/12/2015;10/06/2016 10:12:51;351927 / 2016
17026;7605;R$ 55.127,55;0024057357022;;Belo Horizonte - 7ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Indenização;16/12/2015;10/06/2016 10:13:31;351928 / 2016
17254;7720;R$ 508.838,55;10000064349483001;;Belo Horizonte - GERÊNCIA DO CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;01/06/2008;27/06/2016 16:32:20;393687 / 2016
17478;7848;R$ 82.700,73;10000064349483001;;Belo Horizonte - GERÊNCIA DO CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;01/06/2008;01/07/2016 11:25:13;408689 / 2016
17479;7849;R$ 82.700,73;10000064349483001;;Belo Horizonte - GERÊNCIA DO CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;01/06/2008;01/07/2016 11:25:24;408755 / 2016
17646;7939;R$ 13.956,48;0188920006544;;Nova Lima - 1ª VARA CÍVEL;Desapropriação;31/03/2006;15/07/2015 15:23:03;473747 / 2015
17647;7940;R$ 332.048,52;0487050160067;;Pedra Azul - 1ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS;Ordinária;09/10/2014;17/07/2015 14:35:31;481002 / 2015
17673;7964;R$ 276.475,41;0525010067615;;Pouso Alegre - 4ª VARA CÍVEL;Ordinária;31/07/2013;11/12/2015 14:56:37;848951 / 2015
17675;7965;R$ 158.002,25;0460010043327;;Ouro Fino - 2ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE;Ordinária;01/01/2015;18/01/2016 14:52:02;19925 / 2016
17691;7976;R$ 35.464,18;0024056990773;;Belo Horizonte - 6ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Indenização;31/10/2013;22/03/2016 17:41:05;175368 / 2016
17706;7990;R$ 15.796,72;0382050565532;;Lavras - 2ª VARA CÍVEL;Indenização;06/11/2015;10/05/2016 10:48:49;277185 / 2016
17735;8009;R$ 326.417,96;0525010023527;;Pouso Alegre - 2ª VARA CÍVEL;Desapropriação;01/04/2015;22/06/2016 15:31:19;382127 / 2016
17736;8010;R$ 326.417,96;0525010023527;;Pouso Alegre - 2ª VARA CÍVEL;Desapropriação;01/04/2015;22/06/2016 15:31:21;382128 / 2016
17737;8011;R$ 48.830,60;0382000122814;;Lavras - 2ª VARA CÍVEL;Desapropriação;06/11/2014;23/06/2016 15:37:10;386184 / 2016
17863;8093;R$ 160.071,60;0647110055702;;São Sebastião do Paraíso - 1ª VARA CÍVEL;Indenização;29/06/2016;29/08/2016 15:24:50;563318 / 2016
17998;8162;R$ 28.027,14;0024073843724;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/08/2014;20/01/2017 14:31:13;27561 / 2017
18143;8224;R$ 383.138,64;0525000069365;;Pouso Alegre - 3ª VARA CÍVEL;Ordinária de Indenização;31/01/2009;14/03/2017 15:12:20;149397 / 2017
18259;8285;R$ 71.540,47;0024069305878;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária de Cobrança;30/06/2013;05/05/2017 10:50:41;266421 / 2017
18317;8307;R$ 31.043,66;0024000238931;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/05/2003;12/05/2017 11:30:14;284438 / 2017
18318;8308;R$ 101.768,18;0024000238931;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/05/2003;12/05/2017 11:30:16;284439 / 2017
18319;8309;R$ 42.357,08;0024000238931;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/05/2003;12/05/2017 11:30:17;284440 / 2017
18320;8310;R$ 79.585,54;0024000238931;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/05/2003;12/05/2017 11:30:19;284461 / 2017
18365;8328;R$ 125.957,27;0043090196304;;Areado - VARA ÚNICA;Indenização;01/02/2016;24/05/2017 09:21:42;312638 / 2017
18366;8329;R$ 125.957,27;0043090196304;;Areado - VARA ÚNICA;Indenização;01/02/2016;24/05/2017 11:03:51;313083 / 2017
18367;8330;R$ 125.957,27;0043090196304;;Areado - VARA ÚNICA;Indenização;01/02/2016;24/05/2017 11:03:52;313084 / 2017
18368;8331;R$ 31.381,17;0043090196304;;Areado - VARA ÚNICA;Indenização;01/02/2016;24/05/2017 11:03:54;313085 / 2017
18720;8516;R$ 32.383,19;0707980110712;;Varginha - VARA DA FAZENDA PÚBLICA;Indenização;06/02/2015;16/09/2016 14:34:32;612934 / 2016
18745;8537;R$ 62.116,09;0106020026451;;Cambuí - 2ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES CRIMINAIS;Indenização;31/08/2011;09/02/2017 15:01:31;76944 / 2017
18751;8542;R$ 613.021,84;0525000069365;;Pouso Alegre - 3ª VARA CÍVEL;Desapropriação;31/01/2009;14/03/2017 15:12:21;149398 / 2017
18752;8543;R$ 613.021,84;0525000069365;;Pouso Alegre - 3ª VARA CÍVEL;Desapropriação;31/01/2009;14/03/2017 15:12:23;149399 / 2017
18789;8572;R$ 38.592,37;02366588020078130123;;Capelinha - 2ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE;Reparação de Danos;01/07/2016;23/06/2017 08:37:10;380302 / 2017
18799;8581;R$ 78.065,25;0151020018249;;Cássia - 1ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE;Desapropriação;28/02/2014;30/06/2017 13:49:20;398179 / 2017
18919;8643;R$ 377.323,28;0016090961570;;Alfenas - 1ª VARA CÍVEL;Indenização;16/06/2015;22/09/2017 08:53:21;573854 / 2017
